Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-11-14T03:53:03.064Z","Included","composer-1","No","0","7123","556291","1167","564581","0.15"
"2025-11-14T03:51:38.673Z","Included","composer-1","No","0","6029","530350","2392","538771","0.15"
"2025-11-14T03:49:29.737Z","Included","composer-1","No","0","33257","1508238","6722","1548217","0.44"
"2025-11-14T03:47:26.931Z","Included","composer-1","No","0","13181","748138","3526","764845","0.21"
"2025-11-14T03:45:57.930Z","Included","composer-1","No","0","14190","569609","2280","586079","0.16"
"2025-11-14T03:44:56.386Z","Included","composer-1","No","0","23937","603546","2364","629847","0.18"
"2025-11-14T03:43:24.940Z","Included","composer-1","No","0","11874","543007","4526","559407","0.16"
"2025-11-14T03:40:10.431Z","Included","composer-1","No","0","17080","492009","4503","513592","0.16"
"2025-11-14T03:38:47.968Z","Included","composer-1","No","0","31372","170152","3292","204816","0.08"
"2025-11-13T13:00:55.938Z","Included","composer-1","No","0","18391","668514","1967","688872","0.19"
"2025-11-13T12:56:55.499Z","Included","composer-1","No","0","19868","880417","3883","904168","0.25"
"2025-11-13T12:54:16.300Z","Included","composer-1","No","0","7184","580723","2820","590727","0.16"
"2025-11-13T12:53:29.337Z","Included","composer-1","No","0","7087","453390","3357","463834","0.13"
"2025-11-13T12:51:26.282Z","Included","composer-1","No","0","26440","501669","1670","529779","0.16"
"2025-11-13T12:49:53.458Z","Included","composer-1","No","0","14501","602108","1884","618493","0.17"
"2025-11-13T12:48:17.312Z","Included","composer-1","No","0","5033","401640","2586","409259","0.11"
"2025-11-13T12:46:50.920Z","Included","composer-1","No","0","15179","424687","3691","443557","0.13"
"2025-11-13T12:42:34.018Z","Included","composer-1","No","0","58715","1066281","11463","1136459","0.37"
"2025-11-13T12:25:03.716Z","Included","composer-1","No","0","13256","226896","1223","241375","0.07"
"2025-11-13T12:23:06.500Z","Included","composer-1","No","0","48376","238955","2370","289701","0.12"
"2025-11-13T12:22:18.646Z","Included","composer-1","No","0","34082","214620","1335","250037","0.09"
"2025-11-13T12:21:35.799Z","Included","composer-1","No","0","74017","74859","1918","150794","0.10"
"2025-11-13T12:17:46.130Z","Included","composer-1","No","0","10587","757392","2346","770325","0.21"
"2025-11-13T12:15:29.232Z","Included","composer-1","No","0","15903","396521","1942","414366","0.12"
"2025-11-13T12:13:31.259Z","Included","composer-1","No","0","85107","486779","1907","573793","0.21"
"2025-11-13T12:07:19.582Z","Included","composer-1","No","0","375784","686625","18409","1080818","0.52"
"2025-11-13T12:05:18.704Z","Included","composer-1","No","0","37241","1418838","4682","1460761","0.41"
"2025-11-13T12:02:46.568Z","Included","composer-1","No","0","140359","593973","2002","736334","0.30"
"2025-11-13T12:00:30.480Z","Included","composer-1","No","0","34671","1011864","2431","1048966","0.30"
"2025-11-13T11:57:36.562Z","Included","composer-1","No","0","22487","1222117","6404","1251008","0.35"
"2025-11-13T11:56:44.470Z","Included","composer-1","No","0","32979","657500","1924","692403","0.20"
"2025-11-13T11:54:43.047Z","Included","composer-1","No","0","26302","1298066","6206","1330574","0.37"
"2025-11-13T11:52:34.256Z","Included","composer-1","No","0","32222","585691","3383","621296","0.19"
"2025-11-13T11:48:00.679Z","Included","composer-1","No","0","101594","1474768","10696","1587058","0.51"
"2025-11-13T11:46:32.429Z","Included","composer-1","No","0","13120","656693","3481","673294","0.19"
"2025-11-13T11:44:05.699Z","Included","composer-1","No","0","29988","1195370","5195","1230553","0.35"
"2025-11-13T11:41:26.307Z","Included","composer-1","No","0","19791","788017","2386","810194","0.22"
"2025-11-13T11:40:39.171Z","Included","composer-1","No","0","9491","601340","1524","612355","0.16"
"2025-11-13T11:40:00.333Z","Included","composer-1","No","0","8832","343642","957","353431","0.10"
"2025-11-13T11:37:47.873Z","Included","composer-1","No","0","11709","321165","2417","335291","0.10"
"2025-11-13T11:35:28.634Z","Included","composer-1","No","0","57867","948148","8487","1014502","0.33"
"2025-11-13T11:31:51.127Z","Included","composer-1","No","0","72305","741011","7922","821238","0.29"
"2025-11-13T11:23:40.660Z","Included","composer-1","No","0","19072","537049","2073","558194","0.16"
"2025-11-13T11:20:58.960Z","Included","composer-1","No","0","11240","890637","3680","905557","0.25"
"2025-11-13T11:19:16.431Z","Included","composer-1","No","0","16683","574079","2363","593125","0.17"
"2025-11-13T11:18:10.868Z","Included","composer-1","No","0","14774","516227","2156","533157","0.15"
"2025-11-13T11:15:59.181Z","Included","composer-1","No","0","16043","269584","986","286613","0.09"
"2025-11-13T11:14:54.641Z","Included","composer-1","No","0","7156","399714","2068","408938","0.11"
"2025-11-13T11:12:21.181Z","Included","composer-1","No","0","71308","307410","1896","380614","0.15"
"2025-11-13T11:11:37.726Z","Included","composer-1","No","0","23875","369226","3084","396185","0.13"
"2025-11-13T11:10:15.876Z","Included","composer-1","No","0","19821","154463","1096","175380","0.06"
"2025-11-13T11:08:50.377Z","Included","composer-1","No","0","4668","213887","1340","219895","0.06"
"2025-11-13T11:07:51.334Z","Included","composer-1","No","0","60117","133539","1565","195221","0.10"
"2025-11-13T11:05:54.748Z","Included","composer-1","No","0","35106","114856","1806","151768","0.07"
"2025-11-13T09:54:16.636Z","Included","composer-1","No","0","18803","99075","1844","119722","0.05"
"2025-11-13T09:50:10.059Z","Included","composer-1","No","0","19721","595309","2400","617430","0.18"
"2025-11-13T09:46:51.758Z","Included","composer-1","No","0","58588","663724","1949","724261","0.23"
"2025-11-13T09:43:23.942Z","Included","composer-1","No","0","21525","763542","4034","789101","0.23"
"2025-11-13T09:37:42.755Z","Included","composer-1","No","0","55151","330494","1991","387636","0.14"
"2025-11-13T09:29:34.859Z","Included","composer-1","No","0","65308","486303","3450","555061","0.20"
"2025-11-13T09:28:57.096Z","Included","composer-1","No","0","19767","184149","1480","205396","0.07"
"2025-11-13T09:15:29.796Z","Included","composer-1","No","0","41529","43812","930","86271","0.05"
"2025-11-13T09:10:04.151Z","Included","composer-1","No","0","13791","799791","1769","815351","0.22"
"2025-11-13T09:08:47.789Z","Included","composer-1","No","0","16457","739463","2033","757953","0.21"
"2025-11-13T09:05:11.969Z","Included","composer-1","No","0","21646","531546","2683","555875","0.16"
"2025-11-13T09:01:29.361Z","Included","composer-1","No","0","21487","724492","2769","748748","0.21"
"2025-11-13T08:56:55.407Z","Included","composer-1","No","0","28875","742774","6707","778356","0.24"
"2025-11-13T08:54:56.872Z","Included","composer-1","No","0","21476","253815","1358","276649","0.09"
"2025-11-13T08:52:45.675Z","Included","composer-1","No","0","14590","306816","1463","322869","0.10"
"2025-11-13T08:49:59.496Z","Included","composer-1","No","0","78061","516743","2809","597613","0.22"
"2025-11-13T08:46:25.278Z","Included","composer-1","No","0","23111","1568963","4397","1596471","0.43"
"2025-11-13T08:43:12.935Z","Included","composer-1","No","0","80729","1539052","11360","1631141","0.51"
"2025-11-13T08:40:44.743Z","Included","composer-1","No","0","117788","708470","5241","831499","0.31"
"2025-11-13T08:37:52.681Z","Included","composer-1","No","0","37831","962434","6574","1006839","0.30"
"2025-11-13T08:32:08.203Z","Included","composer-1","No","0","72138","774340","4940","851418","0.28"
"2025-11-13T07:39:18.598Z","Included","composer-1","No","0","75512","816141","9297","900950","0.31"
"2025-11-13T07:30:26.416Z","Included","composer-1","No","0","28794","187192","1730","217716","0.08"
"2025-11-13T07:28:53.000Z","Included","composer-1","No","0","47415","138255","1188","186858","0.09"
"2025-11-13T07:26:40.319Z","Included","composer-1","No","0","38333","92988","854","132175","0.06"
"2025-11-13T07:14:42.729Z","Included","composer-1","No","0","175146","57875","2261","235282","0.20"
"2025-11-13T06:12:22.514Z","Included","composer-1","No","0","27971","74487","2194","104652","0.05"
"2025-11-13T03:42:47.215Z","Included","composer-1","No","0","21908","601004","7044","629956","0.20"
"2025-11-13T03:40:54.235Z","Included","composer-1","No","0","16036","322708","3287","342031","0.11"
"2025-11-13T03:39:36.396Z","Included","composer-1","No","0","71459","653105","3198","727762","0.25"
"2025-11-13T03:35:52.604Z","Included","composer-1","No","0","23849","1355622","6202","1385673","0.39"
"2025-11-13T03:32:58.323Z","Included","composer-1","No","0","15824","750645","2101","768570","0.21"
"2025-11-13T03:31:22.202Z","Included","composer-1","No","0","23733","773298","7397","804428","0.24"
"2025-11-13T03:27:11.775Z","Included","composer-1","No","0","15456","678655","1914","696025","0.19"
"2025-11-13T03:23:25.529Z","Included","composer-1","No","0","29016","275634","5925","310575","0.12"
"2025-11-13T03:20:52.231Z","Included","composer-1","No","0","17602","401629","3032","422263","0.13"
"2025-11-13T03:19:11.147Z","Included","composer-1","No","0","40333","456236","7798","504367","0.18"
"2025-11-13T03:16:10.969Z","Included","composer-1","No","0","18438","592481","2784","613703","0.18"
"2025-11-13T03:13:51.700Z","Included","composer-1","No","0","64636","630434","9225","704295","0.26"
"2025-11-13T02:39:14.254Z","Included","composer-1","No","0","11262","680454","1734","693450","0.19"
"2025-11-13T02:33:06.551Z","Included","composer-1","No","0","12513","744269","2064","758846","0.21"
"2025-11-13T02:30:36.985Z","Included","composer-1","No","0","17047","742239","4189","763475","0.22"
"2025-11-13T02:27:49.279Z","Included","composer-1","No","0","14496","397160","884","412540","0.12"
"2025-11-13T02:24:37.251Z","Included","composer-1","No","0","42276","389629","2147","434052","0.15"
"2025-11-13T02:17:08.537Z","Included","composer-1","No","0","110466","929340","10381","1050187","0.38"
"2025-11-13T01:48:59.627Z","Included","composer-1","No","0","13492","39769","1025","54286","0.03"
"2025-11-12T09:40:30.484Z","Included","composer-1","No","0","78728","513600","5942","598270","0.23"
"2025-11-12T09:33:46.769Z","Included","composer-1","No","0","76137","455008","5777","536922","0.21"
"2025-11-12T09:10:47.671Z","Included","composer-1","No","0","60212","559872","13775","633859","0.26"
"2025-11-12T09:04:58.589Z","Included","composer-1","No","0","39855","236928","3945","280728","0.11"
"2025-11-12T09:00:27.179Z","Included","composer-1","No","0","81408","415328","7609","504345","0.22"
"2025-11-12T08:43:36.181Z","Included","composer-1","No","0","35969","200864","1689","238522","0.09"
"2025-11-12T08:42:36.215Z","Included","composer-1","No","0","25778","326496","2302","354576","0.12"
"2025-11-12T08:40:07.149Z","Included","composer-1","No","0","15190","298624","1536","315350","0.10"
"2025-11-12T08:38:05.846Z","Included","composer-1","No","0","57038","228448","1036","286522","0.12"
"2025-11-12T08:35:30.088Z","Included","composer-1","No","0","97043","511680","8289","617012","0.26"
"2025-11-12T08:28:09.278Z","Included","composer-1","No","0","2339","206784","2240","211363","0.06"
"2025-11-12T08:24:18.684Z","Included","composer-1","No","0","4221","252160","2747","259128","0.08"
"2025-11-12T08:22:22.663Z","Included","composer-1","No","0","58243","527360","8927","594530","0.23"
"2025-11-12T08:21:16.557Z","Included","composer-1","No","0","27412","83520","963","111895","0.05"
"2025-11-12T08:15:08.888Z","Included","composer-1","No","0","19959","104512","1973","126444","0.05"
"2025-11-12T08:08:40.331Z","Included","composer-1","No","0","91569","543264","6452","641285","0.25"
"2025-11-12T08:04:47.988Z","Included","composer-1","No","0","21644","45088","1309","68041","0.04"
"2025-11-12T07:59:42.870Z","Included","composer-1","No","0","7533","48000","538","56071","0.00"
"2025-11-12T07:52:31.011Z","Included","composer-1","No","0","14156","252896","1909","268961","0.00"
"2025-11-12T07:49:45.351Z","Included","composer-1","No","0","12995","290112","1403","304510","0.00"
"2025-11-12T07:47:09.554Z","Included","composer-1","No","0","21136","147680","968","169784","0.00"
"2025-11-12T07:43:42.384Z","Included","composer-1","No","0","47030","216032","1537","264599","0.00"
"2025-11-12T07:42:20.034Z","Included","composer-1","No","0","43827","277216","2215","323258","0.00"
"2025-11-12T07:41:22.431Z","Included","composer-1","No","0","33772","95328","1675","130775","0.00"
"2025-11-12T07:29:49.094Z","Included","composer-1","No","0","18974","330368","2080","351422","0.00"
"2025-11-12T07:23:26.321Z","Included","composer-1","No","0","148474","653952","4959","807385","0.00"
"2025-11-12T07:18:03.923Z","Included","composer-1","No","0","10982","363808","3452","378242","0.00"
"2025-11-12T07:16:27.447Z","Included","composer-1","No","0","8200","163872","1258","173330","0.00"
"2025-11-12T07:15:25.128Z","Included","composer-1","No","0","8770","233152","887","242809","0.00"
"2025-11-12T07:13:15.526Z","Included","composer-1","No","0","2042","151232","793","154067","0.00"
"2025-11-12T07:11:38.470Z","Included","composer-1","No","0","29763","498912","5173","533848","0.00"
"2025-11-12T07:08:07.166Z","Included","composer-1","No","0","21855","81312","1046","104213","0.00"
"2025-11-12T07:06:59.485Z","Included","composer-1","No","0","37083","246208","1721","285012","0.00"
"2025-11-12T07:05:38.408Z","Included","composer-1","No","0","37876","52480","1945","92301","0.00"
"2025-11-12T06:49:59.992Z","Included","composer-1","No","0","19026","40928","889","60843","0.00"
"2025-11-12T06:37:52.168Z","Included","composer-1","No","0","16720","561056","1336","579112","0.00"
"2025-11-12T06:31:53.880Z","Included","composer-1","No","0","14875","532640","1462","548977","0.00"
"2025-11-12T06:31:07.520Z","Included","composer-1","No","0","11637","664736","2198","678571","0.00"
"2025-11-12T06:29:15.622Z","Included","composer-1","No","0","74834","754816","4005","833655","0.00"
"2025-11-12T06:27:07.199Z","Included","composer-1","No","0","23006","504256","8448","535710","0.00"
"2025-11-12T06:23:53.176Z","Included","composer-1","No","0","56440","394816","6510","457766","0.00"
"2025-11-12T06:17:33.033Z","Included","composer-1","No","0","20505","242176","2153","264834","0.00"
"2025-11-12T06:15:08.344Z","Included","composer-1","No","0","26873","211104","3911","241888","0.00"
"2025-11-12T06:10:36.453Z","Included","composer-1","No","0","41918","55232","3098","100248","0.00"
"2025-11-12T04:50:20.670Z","Included","composer-1","No","0","16845","764960","2967","784772","0.00"
"2025-11-12T04:46:53.815Z","Included","composer-1","No","0","6274","285792","1214","293280","0.00"
"2025-11-12T04:43:49.176Z","Included","composer-1","No","0","82726","735552","4267","822545","0.00"
"2025-11-12T03:45:05.365Z","Included","composer-1","No","0","184820","1448672","11818","1645310","0.00"
"2025-11-12T03:42:37.009Z","Included","composer-1","No","0","30661","1035232","5903","1071796","0.00"
"2025-11-12T03:39:56.408Z","Included","composer-1","No","0","16020","1031104","3584","1050708","0.00"
"2025-11-12T03:37:41.314Z","Included","composer-1","No","0","5036","353184","1921","360141","0.00"
"2025-11-12T03:35:41.150Z","Included","composer-1","No","0","26203","504544","6807","537554","0.00"
"2025-11-12T03:32:48.842Z","Included","composer-1","No","0","24436","483776","7584","515796","0.00"
"2025-11-12T03:29:09.904Z","Included","composer-1","No","0","88625","1819520","10607","1918752","0.00"
"2025-11-12T03:26:44.406Z","Included","composer-1","No","0","14020","1494656","4735","1513411","0.00"
"2025-11-12T03:24:21.002Z","Included","composer-1","No","0","18072","1432832","9753","1460657","0.00"
"2025-11-12T03:21:27.396Z","Included","composer-1","No","0","6930","655488","2782","665200","0.00"
"2025-11-12T03:19:58.287Z","Included","composer-1","No","0","4061","403616","1899","409576","0.00"
"2025-11-12T03:17:40.779Z","Included","composer-1","No","0","3407","478624","1605","483636","0.00"
"2025-11-12T03:09:52.249Z","Included","composer-1","No","0","34465","1566048","9193","1609706","0.00"
"2025-11-12T03:05:51.751Z","Included","composer-1","No","0","3098","194880","1500","199478","0.00"
"2025-11-12T03:03:51.878Z","Included","composer-1","No","0","13018","279488","2568","295074","0.00"
"2025-11-12T03:01:06.824Z","Included","composer-1","No","0","972","92768","798","94538","0.00"
"2025-11-12T03:00:05.791Z","Included","composer-1","No","0","22777","130880","2104","155761","0.00"
"2025-11-12T02:55:17.798Z","Included","composer-1","No","0","16927","442432","1252","460611","0.00"
"2025-11-12T02:48:53.157Z","Included","composer-1","No","0","7919","199776","1395","209090","0.00"
"2025-11-12T02:44:12.016Z","Included","composer-1","No","0","103310","833952","8539","945801","0.00"
"2025-11-12T02:35:39.635Z","Included","composer-1","No","0","48892","222240","1665","272797","0.00"
"2025-11-12T02:34:25.539Z","Included","composer-1","No","0","44207","207936","959","253102","0.00"
"2025-11-12T02:29:58.323Z","Included","composer-1","No","0","16337","255904","2187","274428","0.00"
"2025-11-12T02:22:02.184Z","Included","composer-1","No","0","6708","92608","1882","101198","0.00"
"2025-11-12T02:14:49.397Z","Included","composer-1","No","0","21009","69440","1728","92177","0.00"
